genres,release_date,discount_price,price,item_id,developer
['Casual'],2009-12-17,0.0,1.99,38210,Spidermonk Entertainment
"['Action', 'Adventure']",2008-07-08,0.0,19.99,45700,Capcom
"['Action', 'Indie', 'RPG']",2010-03-17,0.0,9.99,46410,ClockStone Studios
['Simulation'],2009-08-12,0.0,9.99,38110,Hip Soft
"['Action', 'Free to Play', 'Indie']",2010-02-12,0.0,0.0,17570,Octoshark Studios
['Casual'],2008-08-27,0.0,4.99,38130,Alawar
['Casual'],2010-01-06,0.0,9.99,38160,Alawar
['Casual'],2009-09-11,0.0,9.99,38150,Alawar
['Casual'],2007-12-07,0.0,4.99,38120,Alawar
['Casual'],2009-02-18,0.0,4.99,38140,Alawar
['Casual'],2010-02-16,0.0,6.99,36300,Sandlot Games
"['Strategy', 'Casual']",2010-02-16,0.0,6.99,36310,Sandlot Games
"['Adventure', 'Casual']",2010-02-16,0.0,6.99,36320,Cateia Games
['Strategy'],2010-02-17,0.0,9.99,37030,Chaos Concept
['Adventure'],2010-02-18,0.0,19.99,32450,Traveller's Tales
['Sports'],2010-02-18,0.0,,34180,Eurocom
"['Action', 'Indie', 'Racing']",2010-02-18,0.0,4.99,44100,New Star Games Ltd
['Strategy'],2010-02-18,0.0,0.99,25960,Paradox Interactive
['Action'],2010-02-19,0.0,6.99,46250,The Farm 51
['Casual'],2007-12-01,0.0,9.99,38180,Awem Studio
['Action'],2010-03-18,0.0,7.49,10695,Rebellion
"['Action', 'Indie']",2001-03-21,0.0,9.99,41050,Croteam
['Simulation'],2010-03-19,0.0,19.99,24055,All Aboard
"['Action', 'RPG']",2010-03-31,0.0,19.99,48700,TaleWorlds Entertainment
['Action'],2010-03-26,0.0,4.99,39900,ZoopTEK
"['Action', 'Indie']",2010-04-05,0.0,4.99,49900,Beatnik Games
['Action'],2010-04-08,0.0,9.99,42120,Fatshark
['Action'],2010-04-12,0.0,19.99,12220,Rockstar North / Toronto
"['Action', 'Adventure']",2010-04-12,0.0,4.99,45730,Other Ocean Interactive
['Indie'],2010-04-14,0.0,0.99,45400,Nemesys Games
"['Action', 'Casual', 'Indie']",2010-04-15,0.0,9.99,49600,Cold Beam Games
['Adventure'],2010-04-15,0.0,19.99,901399,Telltale Games
"['Simulation', 'Strategy']",2010-04-19,0.0,9.99,43500,Realmforge Studios
['Simulation'],2010-04-19,0.0,4.99,45302,Gaijin Entertainment
"['Adventure', 'Indie']",2010-04-20,0.0,4.99,40930,The Odd Gentlemen
['Action'],2003-08-19,0.0,4.99,39640,THQ Nordic
['Action'],2001-11-30,0.0,4.99,39630,THQ Nordic
"['Casual', 'Indie']",2010-04-20,0.0,1.99,23150,Red Chain Games Ltd.
['Casual'],2006-07-19,0.0,9.99,50940,Big Fish Games
"['Casual', 'Indie']",2008-06-19,0.0,9.99,50920,Big Fish Games
['Strategy'],2010-05-05,0.0,2.99,34178,"The Creative Assembly,Feral Interactive (Mac)"
['Casual'],2008-12-31,0.0,6.99,37340,Sarbakan
['Casual'],2009-09-24,0.0,6.99,37390,PlayFirst
['Casual'],2009-07-27,0.0,6.99,37310,Absolutist Ltd.
['Casual'],2007-10-19,0.0,6.99,37360,PlayFirst
['Casual'],2009-12-24,0.0,6.99,49000,PlayFirst
['Casual'],2010-03-19,0.0,6.99,37330,PlayFirst
['Casual'],2008-02-11,0.0,6.99,37320,PlayFirst
['Casual'],2007-12-31,0.0,6.99,37370,PlayFirst
['Casual'],2009-12-21,0.0,6.99,37380,PlayFirst
"['Action', 'Adventure', 'Casual']",2010-05-07,0.0,9.99,19080,G5 Entertainment
"['Action', 'Indie']",2008-12-05,0.0,,31700,ISOTX
"['Action', 'Adventure']",2010-05-11,0.0,14.99,19030,Climax Studios
['Indie'],2010-05-12,0.0,,50820,Press Play
"['Action', 'Indie']",2010-05-12,0.0,4.99,49800,Muse Games
['Casual'],2010-05-28,0.0,4.99,33650,Ideas Pad
"['Action', 'Adventure']",2010-06-08,0.0,19.99,901478,Ubisoft
"['Casual', 'Indie']",2010-05-28,0.0,4.99,33660,Kokakiki
['Action'],2010-06-01,0.0,2.99,34281,SEGA
['Action'],2010-06-01,0.0,2.99,34272,SEGA
"['Action', 'Adventure', 'Casual', 'RPG']",2010-06-01,0.0,61.99,34270,D3T Limited
['Action'],2010-06-01,0.0,2.99,34276,SEGA
['Action'],2010-06-01,0.0,2.99,34274,SEGA
['Strategy'],2010-06-01,0.0,2.99,34275,SEGA
['Action'],2010-06-01,0.0,2.99,34277,SEGA
['Action'],2010-06-01,0.0,2.99,34273,SEGA
['Action'],2010-06-01,0.0,2.99,34280,SEGA
"['Platformer', 'Singleplayer', 'Great Soundtrack', 'Isometric', '3D Platformer', 'Classic', 'Retro']",2010-06-01,0.0,4.99,34278,SEGA
['Action'],2010-06-01,0.0,2.99,34282,SEGA
['Action'],2010-06-01,0.0,2.99,34279,SEGA
"['Action', 'RPG']",2010-06-01,0.0,14.99,34010,Obsidian Entertainment
['Action'],2010-06-03,0.0,9.99,22610,Team17 Software Ltd.
['RPG'],2010-07-16,0.0,4.99,22440,Bethesda Game Studios
"['Strategy', 'Indie']",2010-06-02,0.0,0.99,18508,Hidden Path Entertainment
['RPG'],2010-07-16,0.0,4.99,22430,Bethesda Game Studios
['RPG'],2010-07-16,0.0,4.99,22410,Bethesda Game Studios
['RPG'],2010-07-16,0.0,4.99,22420,Bethesda Game Studios
['Action'],2010-07-19,0.0,0.0,630,Valve
['RPG'],2010-07-16,0.0,4.99,22400,Bethesda Game Studios
"['Simulation', 'Strategy']",2003-09-22,0.0,19.99,24780,"EA - Maxis,Aspyr (Mac)"
"['Strategy', 'RPG']",2010-07-16,0.0,14.99,33670,"Akella,.dat"
"['Casual', 'Indie']",2010-07-16,0.0,4.99,40420,"Arcen Games, LLC"
"['Action', 'Casual', 'Indie']",2010-07-19,0.0,9.99,34920,Invent4 Entertainment
['Strategy'],2010-07-21,0.0,3.99,48136,Blue Byte
['RPG'],2008-12-08,0.0,9.99,46720,Dagger Games
['Action'],2010-08-17,0.0,9.99,28000,IO Interactive
"['Simulation', 'Strategy']",2010-07-28,0.0,9.99,39680,Rune Forge
['Strategy'],2010-07-26,0.0,0.99,25962,Paradox Interactive
['Simulation'],2010-08-06,0.0,19.99,24634,N3V Games
['Strategy'],2010-08-06,0.0,4.99,63900,Ino-Co
['Action'],2011-03-22,0.0,29.99,50130,"2K Czech,Feral Interactive (Mac)"
['Simulation'],2010-08-06,0.0,4.99,24075,Dovetail Games
"['RPG', 'Casual']",2010-08-12,0.0,9.99,47540,Infinite Interactive
['Action'],2010-08-12,0.0,9.99,50510,doublesix
['Indie'],2010-08-16,0.0,1.99,25760,Playbrains
['Indie'],2010-08-16,0.0,1.99,25763,Playbrains
['Indie'],2010-08-16,0.0,1.99,25762,Playbrains
['Indie'],2010-08-16,0.0,2.99,25764,Playbrains
['Strategy'],2010-08-20,0.0,9.99,42980,Paradox Development Studio
['Simulation'],2010-08-27,0.0,19.99,48800,VStep
['Strategy'],2010-08-26,0.0,19.99,22600,Team17 Digital Ltd
"['Indie', 'Simulation', 'Strategy']",2010-06-22,0.0,14.99,46770,Muzzy Lane Software
"['Action', 'Simulation', 'Strategy']",2010-08-27,0.0,8.99,65700,Bohemia Interactive
['Strategy'],2010-08-30,0.0,19.99,42960,Paradox Development Studio
,2010-08-31,0.0,,27930,DnS Development
['Indie'],2010-08-16,0.0,1.99,25761,Playbrains
['Action'],2010-08-31,0.0,5.99,28010,IO Interactive
['Action'],2010-08-31,0.0,1.99,28012,IO Interactive
['Simulation'],2010-09-01,0.0,19.99,24640,N3V Games
['Action'],2010-08-31,0.0,2.99,28011,IO Interactive
['Strategy'],2002-11-01,0.0,4.99,4850,GSC Game World
['Adventure'],2010-09-02,0.0,5.99,57640,Revolution Software Ltd
['Casual'],2010-09-06,0.0,4.99,62100,Zoë Mode
['Action'],2010-09-06,0.0,9.99,50145,"2K Czech,Feral Interactive (Mac)"
['Action'],2010-09-08,0.0,1.99,34841,City Interactive
"['Action', 'Indie']",2010-09-07,0.0,4.99,70300,Terry Cavanagh
['Strategy'],2010-09-08,0.0,3.99,48137,Blue Byte
"['Action', 'Adventure', 'Indie']",2010-09-08,0.0,19.99,57300,Frictional Games
"['RPG', 'Indie']",2010-09-10,0.0,19.99,70400,EasyGameStation
"['Action', 'Casual', 'Indie']",2010-08-19,0.0,3.99,46600,Dedication Games
"['Action', 'Simulation']",2010-09-13,0.0,2.99,34314,SEGA
['Action'],2010-09-13,0.0,2.99,34310,SEGA
['Simulation'],2010-09-14,0.0,4.99,70100,exosyphen studios
"['Indie', 'Simulation']",2010-09-14,0.0,4.99,70110,exosyphen studios
"['Casual', 'Indie']",2010-09-17,0.0,9.99,38600,Subsoap
['Strategy'],2010-09-17,0.0,14.99,57620,Gaming Minds Studios
['Action'],2010-09-13,0.0,2.99,34284,SEGA
"['RPG', 'Strategy']",2010-09-17,0.0,14.99,63910,Katauri Interactive
['Simulation'],2010-09-17,0.0,4.99,24082,Dovetail Games
['Strategy'],2010-09-21,0.0,29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)"
['Strategy'],2010-09-21,0.0,4.99,49310,Nitro Games
"['Action', 'Indie']",2002-02-05,0.0,9.99,41060,Croteam
"['Indie', 'Strategy']",2010-09-20,0.0,9.99,70900,Blind Mind Studios
"['Action', 'Adventure']",2010-09-22,0.0,2.99,9940,Krome Studios
['Action'],2010-09-22,0.0,9.99,22650,Team17 Digital Ltd
['Action'],2010-09-23,0.0,,901553,Croteam
"['Action', 'Adventure']",2010-09-23,0.0,19.99,50620,Vigil Games
"['Simulation', 'Strategy']",1999-07-01,0.0,4.99,2840,Egosoft
['Strategy'],2010-10-08,0.0,9.99,42920,NeoCoreGames
"['Action', 'RPG', 'Massively Multiplayer']",2007-08-31,0.0,19.99,29700,ArenaNet®
"['Simulation', 'Strategy']",2000-06-01,0.0,4.99,2850,Egosoft
"['RPG', 'Strategy']",,0.0,9.99,61510,Triumph Studios
"['Adventure', 'Casual', 'Simulation']",2010-10-11,0.0,7.99,70200,I Sioux Game Productions B.V.
"['Adventure', 'Casual', 'Indie', 'Simulation']",2010-10-11,0.0,14.99,70210,I Sioux Game Productions B.V.
"['RPG', 'Strategy']",,0.0,9.99,61520,Triumph Studios
"['RPG', 'Strategy']",,0.0,5.99,61500,Triumph Studios
['Action'],2010-10-12,0.0,19.99,47790,Electronic Arts
"['Indie', 'RPG', 'Strategy']",2010-10-15,0.0,9.99,46450,"Headup Games,Silent Dreams"
"['Action', 'Adventure']",2010-10-15,0.0,19.99,45750,"CAPCOM CO., LTD."
"['Adventure', 'Casual', 'Indie']",2010-10-15,0.0,4.99,57800,Stickmen Studios
"['Action', 'RPG']",2010-10-19,0.0,9.99,22380,Obsidian Entertainment
"['Action', 'Casual', 'Indie']",2010-10-15,0.0,6.99,67000,Dmytry Lavrov
"['Adventure', 'Indie']",2010-10-22,0.0,4.99,80300,Ivy Games
"['Indie', 'Racing']",2010-10-25,0.0,9.99,50000,Noumenon Games
['Strategy'],2010-10-25,0.0,4.99,16868,"Firaxis Games,Aspyr (Mac, Linux)"
"['Action', 'Indie', 'RPG']",2010-10-25,0.0,14.99,18040,Hothead Games
"['Action', 'Simulation']",2010-10-26,0.0,2.99,71115,SEGA
['Casual'],2010-10-26,0.0,2.99,34317,SEGA
['RPG'],2010-10-26,0.0,2.99,71114,SEGA
['Action'],2010-10-26,0.0,2.99,71112,SEGA
"['Action', 'Adventure']",2010-10-26,0.0,4.99,71113,SEGA
"['Arcade', '2D', 'Platformer']",2010-10-26,0.0,2.99,71111,SEGA
"['Retro', 'Cyberpunk', 'Action', 'Platformer', '2D']",2010-10-26,0.0,2.99,71110,SEGA
['Adventure'],2010-10-26,0.0,2.99,34319,SEGA
"['Platformer', '2D']",2010-10-26,0.0,2.99,34318,SEGA
['Action'],2010-10-26,0.0,2.99,34316,SEGA
['Action'],2010-10-26,0.0,2.99,34315,SEGA
"['Action', 'Indie']",2010-10-25,0.0,9.99,6120,Klei Entertainment
"['Action', 'Adventure', 'Indie']",2010-10-26,0.0,9.99,35460,Teotl Studios
['Action'],2010-10-26,0.0,19.99,32500,Aspyr Studios
"['Action', 'Casual']",2010-11-18,0.0,4.99,62000,Firemint
"['RPG', 'Simulation', 'Strategy']",2010-11-18,0.0,4.99,33570,Ascaron Entertainment ltd.
"['Action', 'Casual', 'Indie']",2010-11-02,0.0,9.99,63700,Gaijin Games
"['Simulation', 'Strategy']",2010-11-02,0.0,1.99,46362,1C Company
['Casual'],2010-11-02,0.0,4.99,49320,Nitro Games
"['Adventure', 'Indie']",2010-11-18,0.49,4.99,72400,Tomkorp Computer Solutions Inc.
['Strategy'],2010-11-02,0.0,1.99,42964,Paradox Interactive
['Action'],2010-11-02,0.0,3.99,43011,Double Helix Games
['Action'],2010-11-05,0.0,9.99,33980,Centauri Production
['Casual'],2009-10-01,0.0,6.99,65710,Centauri Production
['Adventure'],2010-11-03,0.0,12.99,33990,Centauri Production
"['Casual', 'Indie']",2007-04-05,0.0,4.99,33950,Altar Games
"['Strategy', 'Indie']",2010-11-02,0.0,9.99,65400,React Games
['Action'],2010-11-09,0.0,39.99,42700,Treyarch
"['Indie', 'Casual']",2010-11-09,0.0,0.99,38923,Sonic Boom Games
"['Casual', 'Indie']",2010-12-02,0.0,4.99,72500,Joshyy
"['Action', 'Adventure', 'Strategy']",2010-12-20,0.0,4.99,15740,Oddworld Inhabitants
"['Indie', 'Casual']",2010-11-09,0.0,1.99,38924,Sonic Boom Games
"['Action', 'Adventure', 'Strategy']",2010-12-20,0.0,9.99,15750,Oddworld Inhabitants
"['Casual', 'Indie']",2010-12-23,0.0,4.99,45500,"Ntreev Soft Co., Ltd."
['Adventure'],2010-12-23,0.0,19.99,31290,Telltale Games
['Action'],2002-05-21,0.0,9.99,12100,Rockstar Games
['Action'],2005-06-06,0.0,14.99,12120,Rockstar Games
"['Action', 'Adventure']",2011-01-07,0.0,3.49,35135,Crystal Dynamics Inc.
"['Action', 'Adventure']",2011-01-07,0.0,3.49,35137,Crystal Dynamics Inc.
"['Action', 'Adventure']",2011-01-07,0.0,3.49,35138,Crystal Dynamics
"['Action', 'Adventure']",2011-01-07,0.0,3.49,35136,Crystal Dynamics Inc.
['Action'],2003-05-13,0.0,9.99,12110,Rockstar Games
"['Action', 'Indie']",2011-01-12,0.0,9.99,33390,Brightside Games
"['Action', 'Indie']",2011-01-20,0.0,4.99,92300,Extend Studio
"['Action', 'Indie', 'Strategy']",2011-01-20,0.0,14.99,80000,BlueGiant Interactive
['Action'],2011-01-25,0.0,19.99,47780,Visceral Games
"['Adventure', 'Casual']",2011-01-19,0.0,9.99,51060,Big Fish Studios
['Adventure'],2011-01-20,0.0,4.99,65080,Cateia Games
"['Platformer', 'Action', '2D', 'Retro']",2011-01-26,0.0,2.99,71168,SEGA
"['Action', 'Strategy', 'Indie', 'Sports']",2011-01-24,0.0,4.99,63200,Uber Entertainment
"['Action', 'Adventure', 'Casual']",2011-01-25,0.0,9.99,60340,MumboJumbo
['Action'],2011-01-26,0.0,2.99,71116,SEGA
['RPG'],2011-01-26,0.0,2.99,71161,SEGA
['RPG'],2011-01-26,0.0,2.99,71119,SEGA
['RPG'],2011-01-26,0.0,2.99,71118,SEGA
['Action'],2011-01-26,0.0,2.99,71117,SEGA
['Adventure'],2011-01-26,0.0,4.99,71166,SEGA
['Action'],2011-01-26,0.0,2.99,71165,SEGA
"['Action', 'Adventure']",2011-01-26,0.0,4.99,71163,SEGA
['Action'],2011-01-26,0.0,2.99,71164,SEGA
"['Platformer', 'Classic', 'Great Soundtrack', '2D', 'Retro', 'Replay Value', 'Singleplayer', 'Fast-Paced', 'Action', ""1990's"", 'Family Friendly', 'Multiplayer', 'Adventure', 'Colorful', 'Local Multiplayer', 'Local Co-Op', 'Co-op', 'Pixel Graphics']",2011-01-26,0.0,4.99,71162,SEGA
['RPG'],2011-01-26,0.0,2.99,71160,SEGA
['RPG'],2011-01-26,0.0,2.99,71120,SEGA
['Simulation'],2009-06-02,0.0,19.99,47890,The Sims Studio
['Simulation'],2011-01-26,0.0,3.99,48802,VStep
['Simulation'],2010-09-07,0.0,19.99,47896,The Sims Studio
['Simulation'],2009-11-17,0.0,19.99,47892,The Sims Studio
['Simulation'],2010-10-26,0.0,19.99,47894,The Sims Studio
['Simulation'],2010-06-02,0.0,19.99,47893,The Sims Studio
['Simulation'],2010-02-02,0.0,19.99,47895,The Sims Studio
"['Casual', 'Indie']",2011-01-27,0.0,4.99,42000,Trinoteam
['Casual'],2011-01-28,0.0,14.99,47570,Virtual Prophecy Entertainment
['Simulation'],2011-02-01,0.0,19.99,47897,The Sims Studio
"['Action', 'Casual', 'Indie']",2011-01-31,0.0,5.99,57700,Mediatonic
"['Adventure', 'Casual']",2011-02-02,0.0,5.99,63660,Cyan Worlds
['Strategy'],2011-02-01,0.0,2.99,90504,Petroglyph
['RPG'],2011-02-03,0.0,19.99,7520,Reality Pump Studios
['Casual'],2011-02-08,0.0,,99200,Jellyvision
['Racing'],,0.0,19.99,9930,Eden Studios
['RPG'],2011-02-03,0.0,3.99,24449,NeoCoreGames
"['Strategy', 'Indie', 'Simulation']",2011-02-11,0.0,6.99,41814,Positech Games
['Strategy'],2011-02-09,0.0,3.99,42925,NeoCoreGames
"['RPG', 'Strategy']",2011-02-10,0.0,9.99,57650,Realmforge Studios
"['Indie', 'Strategy']",2011-02-14,0.0,4.99,40407,"Arcen Games, LLC"
['RPG'],2011-01-11,0.0,19.99,33770,DTP
['Strategy'],2011-03-08,0.0,9.99,47800,Stainless Games
"['Casual', 'Strategy']",2011-03-11,0.0,4.99,18408,Fakt Software
"['Action', 'Indie']",2011-02-28,0.0,9.99,63710,Gaijin Games
['Action'],2011-03-14,0.0,19.99,55100,"Kaos Studios,Digital Extremes"
"['Casual', 'Indie', 'Simulation', 'Strategy']",2011-02-28,0.0,9.99,80200,Red Redemption
['Indie'],2011-02-28,0.0,2.99,92400,Copenhagen Game Collective
,2011-02-28,0.0,0.99,56436,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Strategy'],2011-02-28,0.0,0.99,56435,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Strategy'],2011-02-28,0.0,2.99,56433,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Strategy'],2011-02-28,0.0,0.99,56432,"Relic Entertainment,Feral interactive (Mac/Linux)"
['Strategy'],2011-02-28,0.0,0.99,56431,"Relic Entertainment,Feral interactive (Mac/Linux)"
"['Free to Play', 'Massively Multiplayer', 'RPG']",2013-10-24,0.0,0.0,39120,Trion Worlds
['Strategy'],2011-02-28,0.0,29.99,56437,"Relic Entertainment,Feral Interactive (Mac/Linux)"
"['Indie', 'Casual']",2011-03-01,0.0,3.99,94000,Stout Games
['Strategy'],2011-02-28,0.0,2.99,56434,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Action'],2011-04-05,0.0,9.99,92700,Black Lion Studios
['Simulation'],2011-04-05,0.0,3.99,73012,Colossal Order Ltd.
['Simulation'],2011-04-05,0.0,3.99,48803,VStep
['Strategy'],2011-04-06,0.0,6.99,56536,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Racing'],2011-04-08,0.0,3.99,44620,SimBin
"['Action', 'Indie', 'Strategy']",2011-04-08,0.0,9.99,91200,11 bit studios
['Strategy'],2010-06-10,0.0,14.99,46790,Ntronium Games
['Strategy'],2011-04-08,0.0,9.99,73170,Martin Ivanov
"['Strategy', 'RPG']",2011-04-11,0.0,3.99,57655,Realmforge Studios
"['Action', 'Indie']",2011-04-08,0.0,9.99,70000,800 North and Digital Ranch
['Strategy'],2011-04-11,0.0,9.99,57730,Gaming Minds Studios
"['Action', 'Adventure']",2011-04-18,0.0,19.99,620,Valve
"['Action', 'RPG']",2011-04-12,0.0,4.99,42918,Arrowhead Game Studios
"['Action', 'Casual', 'Indie', 'Strategy']",2011-04-15,0.0,9.99,91600,Coffee Stain Studios
['Strategy'],2011-04-19,0.0,19.99,73020,1C:InoCo
['Strategy'],2011-05-26,0.0,2.99,56482,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Strategy'],2011-04-20,0.0,9.99,56438,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Strategy'],2011-05-26,0.0,2.99,56481,"Relic Entertainment,Feral Interactive (Mac/Linux)"
"['Indie', 'Strategy']",2011-05-26,0.0,24.99,98200,Mode 7
['Strategy'],2011-05-26,0.0,2.99,56480,"Relic Entertainment,Feral Interactive (Mac/Linux)"
"['Adventure', 'Indie', 'RPG']",2011-05-27,0.0,4.99,72905,inner seas
"['Action', 'Adventure']",2011-05-30,0.0,4.99,22450,inXile Entertainment
"['Adventure', 'Casual', 'Indie']",2011-05-31,0.0,9.99,42140,Fatshark
['Simulation'],2011-05-31,0.0,19.99,47898,The Sims Studio
['Simulation'],2011-05-31,0.0,5.99,73181,Colossal Order Ltd.
"['Action', 'RPG']",2011-05-31,0.0,0.99,73031,Arrowhead Game Studios
"['Action', 'Adventure']",2011-06-01,0.0,1.99,9992,Behaviour
['Adventure'],2009-08-10,0.0,7.99,46490,Microids
['Adventure'],2005-06-06,0.0,7.99,46480,Microids
['Action'],2011-06-02,0.0,14.99,42718,Treyarch
"['Action', 'RPG']",2011-06-20,0.0,14.99,39160,Obsidian Entertainment
['Action'],2011-06-13,0.0,19.99,57900,Gearbox Software
"['Action', 'Free to Play']",2011-06-14,0.0,0.0,102700,Red Duck Inc.
"['Free to Play', 'Massively Multiplayer', 'RPG']",2009-09-01,0.0,0.0,9880,Cryptic Studios
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2011-06-14,0.0,0.0,99900,Grey Havens
['Strategy'],2011-06-13,0.0,9.99,22520,"Apus Software,Three Donkeys LLC"
['Simulation'],2011-06-14,0.0,3.99,73014,Colossal Order Ltd.
['Strategy'],2011-06-14,0.0,9.99,7530,Reality Pump Studios
['Indie'],2011-06-15,0.0,0.0,95700,Peter Brinson and Kurosh ValaNejad
['Strategy'],2011-06-15,0.0,19.99,49470,Stainless Games Ltd
"['Indie', 'Casual']",2011-05-20,0.0,9.99,91810,Bacon Wrapped Games
"['Action', 'Casual', 'Indie']",2011-06-16,0.0,4.99,49604,Cold Beam Games
"['Strategy', 'Indie']",2011-06-16,0.0,5.99,98210,Mode 7
"['Indie', 'Casual']",2011-06-17,0.0,9.99,97000,Murudai
['Strategy'],2011-06-21,0.0,9.99,46760,Totem Games
['Strategy'],2011-06-21,0.0,9.99,46830,Totem games
"['Action', 'RPG']",2011-06-21,0.0,2.99,73035,Arrowhead Game Studios
['Strategy'],2011-06-21,0.0,9.99,46840,Totem Games
['Action'],2011-06-21,0.0,19.99,21100,Day 1 Studios
"['Action', 'RPG']",2011-06-21,0.0,1.99,73037,Arrowhead Game Studios
"['Action', 'RPG']",2011-06-21,0.0,1.99,73036,Arrowhead Game Studios
['Simulation'],2011-06-22,0.0,19.99,24635,N3V Games
"['Action', 'RPG']",2011-06-21,0.0,1.99,901679,Arrowhead Game Studios
['Strategy'],2011-06-23,0.0,1.99,25810,Paradox Interactive
"['Action', 'RPG']",2011-06-24,0.0,14.99,99100,Bedlam Games
['Racing'],2011-06-23,0.0,3.99,44660,SimBin
['Simulation'],2011-06-24,0.0,6.99,90209,Giants Software
['Strategy'],2011-06-23,0.0,1.99,25809,Paradox Interactive
['Strategy'],2011-06-28,0.0,4.99,42903,Paradox Development Studio
['Strategy'],2011-06-30,0.0,4.99,22631,Team17 Digital Ltd
['Strategy'],2011-06-30,0.0,4.99,22634,Team17 Digital Ltd
['Strategy'],2011-06-30,0.0,4.99,22633,Team17 Digital Ltd
"['Strategy', 'RPG']",2011-07-01,0.0,2.99,57656,Realmforge Studios
['Strategy'],2011-06-30,0.0,4.99,22632,Team17 Digital Ltd
"['Adventure', 'Casual']",2011-06-30,0.0,9.99,94590,Telltale Games
['Action'],2011-07-02,0.0,7.99,35425,Tripwire Interactive
['Strategy'],2011-07-18,0.0,3.99,73192,Ageod
"['Action', 'Adventure', 'Indie']",2011-07-18,0.0,0.99,105700,Secret Base
"['Action', 'RPG']",2011-07-18,0.0,4.99,72750,Obsidian Entertainment
['Strategy'],2011-07-19,0.0,6.99,56538,"Relic Entertainment,Feral Interactive (Mac/Linux)"
['Simulation'],2011-07-19,0.0,,63950,1C: Maddox Games
"['Indie', 'Casual']",2011-07-19,0.0,4.99,61100,YeaBoing
['Simulation'],2011-07-19,0.0,8.99,65228,Dovetail Games
['Action'],2011-07-21,0.0,0.99,55205,"Kaos Studios,Digital Extremes"
"['Adventure', 'Indie', 'RPG']",2011-07-20,0.0,9.99,102200,Mystic Box
['Strategy'],2011-07-21,0.0,1.99,64013,Digitalmindsoft
"['Action', 'Indie']",2011-07-22,0.0,1.99,15522,"Dejobaan Games, LLC"
"['Adventure', 'Strategy', 'RPG', 'Indie']",2011-07-22,0.0,0.99,63802,Lunar Giant
"['Action', 'Indie']",2011-07-22,0.0,0.99,92302,Extend Studio
['Simulation'],2011-07-22,0.0,2.99,73183,Colossal Order Ltd.
['Adventure'],2010-08-24,0.0,6.99,42210,HeR Interactive
"['Action', 'Simulation', 'Strategy']",2011-08-08,0.0,4.99,65790,Bohemia Interactive
"['Casual', 'Indie']",2011-07-22,0.0,1.99,92803,Zachtronics
"['Simulation', 'Strategy']",2011-09-01,0.0,14.99,57690,Haemimont Games
['Adventure'],2011-06-28,0.0,6.99,42220,HeR Interactive
['Adventure'],2010-06-29,0.0,6.99,42230,HeR Interactive
"['Indie', 'Casual']",2011-08-10,0.0,6.99,111000,Total Eclipse
['Strategy'],2011-08-10,0.0,3.99,73193,Ageod
"['Action', 'Indie']",2011-08-11,0.0,6.99,38740,Two Tribes
['Strategy'],2011-08-11,0.0,4.99,99612,"Firaxis Games,Aspyr (Mac, Linux)"
['Strategy'],2011-08-11,0.0,4.99,99614,"Firaxis Games,Aspyr (Mac, Linux)"
['Indie'],2011-08-12,0.0,9.99,91604,Coffee Stain Studios
['Indie'],2011-08-15,0.0,4.99,70120,exosyphen studios
"['Action', 'Indie', 'RPG', 'Strategy']",2011-08-15,0.0,9.99,107200,MinMax Games Ltd.
['Action'],2011-08-16,0.0,3.99,97108,TimeGate Studios
['Action'],2011-08-16,0.0,2.99,97106,TimeGate Studios
['Action'],2011-08-16,0.0,3.99,97107,TimeGate Studios
['Strategy'],2011-08-16,0.0,6.99,56487,"Relic Entertainment,Feral Interactive (Mac/Linux)"
